2.1213,-1,-1
2.0928,-1,-0.96
2.064,-1,-0.92
2.0347,-1,-0.88
2.005,-1,-0.84
1.9748,-1,-0.8
1.9442,-1,-0.76
1.9131,-1,-0.72
1.8815,-1,-0.68
1.8493,-1,-0.64
1.8166,-1,-0.6
1.7833,-1,-0.56
1.7493,-1,-0.52
1.7146,-1,-0.48
1.6793,-1,-0.44
1.6432,-1,-0.4
1.6062,-1,-0.36
1.5684,-1,-0.32
1.5297,-1,-0.28
1.49,-1,-0.24
1.4491,-1,-0.2
1.4071,-1,-0.16
1.3638,-1,-0.12
1.3191,-1,-0.08
1.2728,-1,-0.04
1.2247,-1,0
1.2728,-1,0.04
1.3191,-1,0.08
1.3638,-1,0.12
1.4071,-1,0.16
1.4491,-1,0.2
1.49,-1,0.24
1.5297,-1,0.28
1.5684,-1,0.32
1.6062,-1,0.36
1.6432,-1,0.4
1.6793,-1,0.44
1.7146,-1,0.48
1.7493,-1,0.52
1.7833,-1,0.56
1.8166,-1,0.6
1.8493,-1,0.64
1.8815,-1,0.68
1.9131,-1,0.72
1.9442,-1,0.76
1.9748,-1,0.8
2.005,-1,0.84
2.0347,-1,0.88
2.064,-1,0.92
2.0928,-1,0.96
2.1119,-0.96,-1
2.0833,-0.96,-0.96
2.0543,-0.96,-0.92
2.0248,-0.96,-0.88
1.995,-0.96,-0.84
1.9647,-0.96,-0.8
1.9339,-0.96,-0.76
1.9026,-0.96,-0.72
1.8708,-0.96,-0.68
1.8385,-0.96,-0.64
1.8055,-0.96,-0.6
1.772,-0.96,-0.56
1.7378,-0.96,-0.52
1.7029,-0.96,-0.48
1.6673,-0.96,-0.44
1.631,-0.96,-0.4
1.5937,-0.96,-0.36
1.5556,-0.96,-0.32
1.5166,-0.96,-0.28
1.4765,-0.96,-0.24
1.4353,-0.96,-0.2
1.3928,-0.96,-0.16
1.3491,-0.96,-0.12
1.3038,-0.96,-0.08
1.257,-0.96,-0.04
1.2083,-0.96,0
1.257,-0.96,0.04
1.3038,-0.96,0.08
1.3491,-0.96,0.12
1.3928,-0.96,0.16
1.4353,-0.96,0.2
1.4765,-0.96,0.24
1.5166,-0.96,0.28
1.5556,-0.96,0.32
1.5937,-0.96,0.36
1.631,-0.96,0.4
1.6673,-0.96,0.44
1.7029,-0.96,0.48
1.7378,-0.96,0.52
1.772,-0.96,0.56
1.8055,-0.96,0.6
1.8385,-0.96,0.64
1.8708,-0.96,0.68
1.9026,-0.96,0.72
1.9339,-0.96,0.76
1.9647,-0.96,0.8
1.995,-0.96,0.84
2.0248,-0.96,0.88
2.0543,-0.96,0.92
2.0833,-0.96,0.96
2.1024,-0.92,-1
2.0736,-0.92,-0.96
2.0445,-0.92,-0.92
2.0149,-0.92,-0.88
1.9849,-0.92,-0.84
1.9545,-0.92,-0.8
1.9235,-0.92,-0.76
1.8921,-0.92,-0.72
1.8601,-0.92,-0.68
1.8276,-0.92,-0.64
1.7944,-0.92,-0.6
1.7607,-0.92,-0.56
1.7263,-0.92,-0.52
1.6912,-0.92,-0.48
1.6553,-0.92,-0.44
1.6186,-0.92,-0.4
1.5811,-0.92,-0.36
1.5427,-0.92,-0.32
1.5033,-0.92,-0.28
1.4629,-0.92,-0.24
1.4213,-0.92,-0.2
1.3784,-0.92,-0.16
1.3342,-0.92,-0.12
1.2884,-0.92,-0.08
1.241,-0.92,-0.04
1.1916,-0.92,0
1.241,-0.92,0.04
1.2884,-0.92,0.08
1.3342,-0.92,0.12
1.3784,-0.92,0.16
